seller_id,actual_condition,predicted_condition
5146197535,used,used
2693709340,used,used
5081828822,new,new
9574245252,new,new
2033893872,new,new
9579938568,used,used
9035609242,new,new
8612126795,new,new
2970419426,used,used
2692051393,new,new
2810172868,used,used
7772844348,new,new
5408086921,used,new
6832522378,used,used
1902629786,new,new
9922540284,used,used
2046368258,new,new
7672071434,used,used
9691771288,new,used
5218180798,used,new
1998888635,new,used
6645691875,new,new
5880929395,used,used
4979815932,used,used
7060837357,new,new
5175154581,new,new
1498264500,new,new
8962971692,used,used
9600258858,used,used
4864593968,used,used
6884045011,used,used
8111159977,new,new
9398812820,used,used
4198257346,used,used
3063840676,used,used
3161157815,used,used
6418724049,used,used
2623662610,used,used
1513975060,new,new
2005767178,used,used
9699095881,new,new
6105697714,new,new
3004638885,new,new
2336170012,new,new
1350112141,new,new
2932056288,new,new
2223437322,new,new
3445634985,new,new
8958812419,used,used
8165757753,used,used
5267685419,used,new
4727908289,used,used
4069051718,used,used
2184724732,new,new
9275966561,new,new
1143462301,new,new
1743872551,new,new
4850921953,used,used
1289787548,used,used
6266528902,used,used
4631246902,used,used
6346682279,used,used
6830681840,new,new
9496844332,used,new
2592428141,new,new
5743959912,used,used
1143545938,new,new
6540087136,used,used
4549517924,new,new
5059792384,new,new
5495112519,used,used
2321104486,new,used
8988540853,used,used
9748470447,used,used
3316013892,new,used
7389053340,used,used
3435402087,used,new
6071061352,used,new
7740664679,used,used
5372920665,new,new
7243694293,used,used
5248662274,new,new
5158464593,new,new
4977993925,new,used
7913272746,new,new
3602671976,used,used
5405099807,used,used
3135396608,used,used
5591752965,used,used
1919426419,new,used
4122965104,new,new
1319708173,used,used
7457614087,used,used
6280563503,new,new
1592267309,used,used
3720199995,used,new
1203762806,used,used
6356370576,new,new
5158464593,new,new
8837124816,used,used
6489936937,new,new
8827284606,new,new
1257074413,new,new
5768333646,new,new
6873799631,used,used
8184636028,new,used
9876556092,new,new
3846095764,used,used
9091158766,new,new
9326631798,used,used
9574245252,new,new
2990912510,new,new
3140844521,used,used
5361750008,used,used
6525612246,used,used
3257523576,used,new
4121273810,new,new
7167497536,new,new
3005299599,new,new
6900151137,new,new
3753755740,used,used
1022943984,new,new
2248780748,used,used
9796822555,new,new
8106179796,used,used
7740664679,used,used
3265836022,new,new
1904961286,used,used
8918336477,used,used
6149003997,new,used
8725213565,new,new
4083221396,new,used
2024252139,used,used
8337132639,used,used
8047374911,new,new
5334047573,new,new
3751974586,used,new
7626656789,new,new
6972484560,used,used
8053455088,used,used
3205475595,new,new
2375096905,new,new
1580109483,new,new
6972484560,used,used
1348458057,new,new
2266082781,new,new
7875944759,new,new
2970419426,used,used
4144246972,used,used
2691546454,new,new
9790735231,used,used
4592344598,used,used
3470188643,new,new
5218495066,new,used
9236449356,used,used
1365774399,used,new
9840215628,new,new
9481513269,used,used
7031801614,used,used
8988527478,used,used
7394370231,new,new
7537518154,used,new
3691149723,new,new
8326817322,used,used
2782619656,used,used
8606612762,new,new
3606476306,used,used
3956776347,used,used
3619166318,new,new
3625883912,used,new
2759981971,new,new
9543058111,used,used
2602857246,used,used
7570135568,used,used
9198858470,used,used
7491909581,used,used
4261976973,used,used
3406477151,used,used
3999427340,new,new
3214291025,used,used
6455841048,used,new
2823321116,new,new
5929294700,used,new
9105016132,used,used
2302325100,new,used
9748427525,new,new
1289787548,used,used
1023620844,new,new
4154166324,new,new
9841093493,new,new
1974222553,new,new
3653245655,used,used
1626855544,new,new
8039588295,new,new
6832522378,used,used
2914272164,new,new
8566233865,used,used
2986680562,new,new
9675858118,new,new
6168370437,used,new
2292886922,used,used
7440689238,new,new
6580518116,used,used
2729917635,new,new
1824232848,used,used
7401040126,new,new
8904561748,new,new
5469245913,new,new
6972484560,used,used
2372346901,used,used
1492278161,new,new
7071692277,used,used
9174131458,new,new
6054997587,used,used
3076444280,new,new
2571749638,used,used
6495349696,used,used
2073200323,used,used
3471147601,new,new
4529523435,used,used
6246815052,new,new
1684039740,used,used
5634490485,used,used
1334434501,new,new
6306902871,used,used
2289447762,new,new
8918336477,used,used
5248662274,new,new
6114068729,new,new
2280876343,new,new
7772844348,new,new
8556010347,new,new
6192765253,new,new
4631246902,used,used
3761931874,used,used
4268343472,new,new
3940299249,new,new
8237602791,used,used
5893205657,new,new
6810761644,new,new
6679725308,new,new
1974539296,used,used
3077658388,used,used
4330875830,new,new
8131075928,new,new
1521316964,used,used
8901592425,used,used
8937352227,new,new
5737844961,new,used
7031391696,new,new
4642882137,used,used
2684088227,used,new
5106288401,used,new
2555344249,new,new
5773875187,new,new
3824524871,new,new
6830674959,new,new
2569091296,used,used
2293022494,new,new
5708793546,used,used
8763698353,used,used
6186067074,new,new
8435804226,new,new
6960567683,used,used
9019876884,new,new
4138413497,used,used
2207167862,new,used
4998282639,new,new
1240542941,new,new
6446578898,new,new
4512028041,new,used
2948776409,used,used
7704929703,new,new
9512843696,new,new
9992148103,used,used
1089648677,new,new
7718311949,new,new
4348020278,new,new
7407900155,used,used
6736229706,used,used
2852481195,new,new
7694743641,used,used
4131433201,used,used
3846095764,used,used
6347076601,used,new
8941240470,new,new
9144380172,used,new
9050660239,new,new
5318769664,new,used
3104025946,used,used
7778338433,new,new
6688734589,new,new
3276038945,used,used
6537535599,used,used
5507082704,used,used
2407972783,new,new
5575112128,new,new
7474572139,used,used
9249731355,used,used
6578781307,new,used
8947629446,used,used
3659062516,used,used
3044636980,new,new
6528796866,used,used
1289240997,used,used
6972484560,used,used
4167437838,new,new
5946460855,used,used
6029888950,used,used
4631246902,used,used
1074459249,new,used
2292450996,used,used
1656115456,used,used
3932283366,new,new
5248662274,new,new
8800108165,new,new
7843931409,new,used
7641953020,new,new
3048345689,used,used
4349896745,new,new
3318422090,used,used
5405099807,used,used
8480589568,used,new
2758921932,used,used
4370958276,new,new
9653008862,used,used
1320635567,new,new
4497044714,used,used
1083465051,new,new
7316311719,new,new
3115188422,new,new
2373910598,new,new
8598292491,new,new
4402115807,used,used
5320677003,new,new
8536933531,new,new
4268304865,used,used
2338103873,new,new
9071704069,new,new
4394999141,new,new
1412399300,new,new
1504112466,new,new
6981959127,new,used
1702655224,used,used
5649567315,used,used
4226059250,used,used
1652203650,new,new
6832522378,used,used
6486620718,new,new
9760231180,used,used
6063910462,used,new
6449759843,new,new
9653008862,new,used
9228997021,new,new
7694743641,used,used
8246801991,used,used
2826044617,new,used
6168148847,used,used
4631246902,used,used
8398101610,new,new
5048309010,used,used
2620492221,used,used
4017674349,used,new
9653008862,used,used
2266082781,new,new
7001881872,new,new
7792828808,new,new
2026882238,new,new
4812364353,new,new
7197437075,new,used
5481289994,used,used
3941333176,used,used
6745214489,used,used
5124156959,new,new
9455120430,new,new
8778468518,new,new
6382485056,used,used
8612126795,new,new
3906814074,new,new
3172657119,new,used
4073181248,new,new
6600908485,used,used
9357515829,used,used
5248662274,new,new
6634760049,used,used
7685609068,used,used
5184398328,new,new
8886065787,new,new
1463917226,used,used
1071037843,new,new
2122542660,used,used
4243519670,used,used
7905659968,used,used
8725888878,new,new
6393933732,used,used
7952660867,used,used
7889164621,new,new
7858157936,new,new
7772844348,new,new
1603151924,used,new
9968227761,new,used
1455091083,used,used
9082163990,new,new
5351347210,new,new
2509691712,used,used
6040717179,new,used
3938489250,new,used
3278618611,used,used
1926251625,new,new
6830681840,new,new
1953289228,new,used
6537005299,used,used
7606621984,used,used
1513238037,new,new
5635651579,used,used
6925821600,used,used
6814919723,used,used
9475273032,new,new
4436658123,new,new
1619601932,new,new
5388279977,new,used
7987902989,used,used
8510135125,used,used
7694743641,used,used
7326138914,new,new
8989694083,new,new
4248718919,used,used
4111218290,new,new
4484807615,new,new
7659175162,used,used
6349535027,new,new
1425962123,new,new
1649087448,new,new
6904497846,used,used
7019675205,used,used
7702721019,used,used
4509333388,used,used
5675641875,new,new
2867942366,new,new
4169363655,used,used
6829044638,new,new
8031279966,new,new
7444110801,new,new
3425259886,new,used
9757411730,used,used
3606476306,used,used
4357175267,used,used
7010632601,new,new
1206752824,new,new
6782638214,used,used
5324350653,new,new
2439486559,used,used
1226208056,used,new
8040349847,used,used
6319066648,used,used
8472647679,used,new
4312504540,new,new
2834163066,new,new
6104235312,new,new
5725821288,new,new
1469101442,used,used
5037761579,new,new
3885039200,new,new
9651218291,new,new
7839300795,new,used
2891713117,new,used
9426008691,used,used
9171400017,used,used
5182060275,used,used
4235930847,used,used
4766365783,new,used
6538753635,used,used
1381467931,new,new
6972484560,used,used
5317527328,used,used
6415317477,used,used
3663818496,used,used
7394370231,new,new
2329517829,new,new
2807202106,new,new
1896514442,used,used
3871796393,used,used
6736050638,used,used
1643055343,used,used
1833552445,used,used
7202704151,used,used
5856661555,used,used
9232652482,used,new
9456024748,used,used
3813821931,used,used
1187113675,used,new
6727426560,used,used
4419286742,new,used
9236449356,used,used
7379447422,used,used
8443732028,new,new
1424939469,used,used
6600908485,used,used
4535039551,new,used
7908353552,new,new
5427595174,new,new
9329727047,used,used
2782974439,used,used
6521682871,used,new
1666897435,new,used
7659274593,new,used
6227762574,new,new
8104543420,new,new
6528832163,used,used
8881187811,used,new
7702721019,used,used
4997686409,new,new
8435804226,new,new
3614562750,used,new
8220549814,used,used
2970419426,used,used
1565185473,new,new
7206667404,used,used
2739662738,new,new
8234081553,used,used
2970419426,used,used
7772844348,new,new
4239703560,new,used
5899900103,new,new
3659062516,used,used
1043992454,new,new
4631246902,used,used
6405836639,new,new
5083431104,used,used
6419776682,used,used
2319772249,new,new
6003492925,new,new
5369515275,new,new
8193329588,used,new
8435804226,new,new
7284051643,new,new
9904222729,used,used
2692051393,new,new
2015548469,new,new
5963741431,used,used
7125043835,used,used
7945477628,new,new
7253514208,new,new
1078218014,new,new
2970419426,used,used
5063667681,used,used
1224161501,new,new
2906331077,new,new
3846095764,used,used
4014611326,used,used
3374544799,new,new
6220056895,new,new
9626037563,new,new
8385930155,new,new
7948003810,used,new
5749908984,new,new
8179573991,new,new
1963291521,new,new
7055224524,used,used
8514249253,new,new
2157020486,new,new
1018008007,new,new
6980324956,new,new
4988076481,new,new
3524285151,used,used
2686582300,used,used
2450025804,new,new
9477759194,used,used
5844677559,used,used
8226068863,new,used
1175570976,used,used
9607808813,new,used
8822252377,used,used
4513172472,new,used
8386096505,used,used
4178276378,new,new
3046037755,new,new
5863485131,new,new
7719167141,new,new
2394178884,new,new
3153107127,used,used
1975632208,new,used
9479546615,new,new
5586106765,used,used
8862322472,used,used
7497470696,used,used
2742353505,used,used
9518054892,new,new
7913162472,new,new
9600258858,used,used
7364148958,used,new
2562708343,new,new
2265736606,new,new
3390708406,new,new
7134679780,used,used
3504433989,used,used
5495780137,used,used
6396603751,new,new
8123721016,new,new
2266082781,new,new
4170689826,used,used
1379759491,new,new
2015548469,new,new
5405099807,used,used
1387735603,new,new
8962665089,used,used
3530754730,new,used
9454712875,used,used
3740918682,used,used
9536285453,used,used
3080190370,used,used
9393538371,new,new
7304790006,used,used
3856164679,used,used
4115198939,new,new
6393160728,new,new
5866129455,new,new
3846095764,used,used
9748427525,new,new
2368295161,used,used
8742266488,used,new
1186752702,new,new
9582811207,used,used
8722163779,new,new
8240321751,new,new
8326621157,used,used
6137128044,used,used
9489674135,new,new
8596638328,used,used
5143062566,used,used
3882919491,used,used
9060636629,used,used
9526406071,used,used
9600258858,used,used
9082163990,new,new
5484908413,new,new
3269638940,new,new
4520779186,new,new
1730403363,used,used
5459795941,new,new
2847226081,used,used
9271397790,new,new
3044636980,new,new
9176527055,used,used
3597884554,new,new
6409613560,new,new
4014611326,used,used
9006181638,new,new
2846357926,used,used
3494973790,used,new
3076444280,new,new
4854571046,used,used
1145431557,new,new
5248662274,used,used
8220549814,used,used
1957607108,new,new
1381467931,new,new
6884045011,used,used
8507804856,used,used
3583821027,new,new
6553574439,new,new
2015548469,new,new
9368479514,used,new
5801357670,used,used
7447873829,used,used
2266082781,new,new
5980948037,used,used
4023534929,new,used
8824326920,new,new
3539209797,new,new
8326621157,used,used
2623159104,new,new
6963329440,new,new
3895339308,new,new
4772236157,used,used
7327028796,new,new
7696312876,used,new
6493126603,new,new
9198858470,used,used
3759256246,new,new
6934970201,used,used
9672028708,used,used
5549648751,new,new
9536312083,used,new
2015548469,new,new
6847137650,new,new
4931604119,new,new
7444504714,used,used
9013373051,new,new
7510196106,used,used
2542366163,new,new
6908853621,used,new
8787963051,used,used
4639743259,new,new
2539609449,new,new
5260041017,used,used
5248662274,new,new
2657409670,used,used
1765850299,new,new
9636533486,new,new
9082163990,new,new
2459166223,new,new
5565820788,used,used
2130394684,used,used
8326621157,used,used
4755818264,used,used
9201600789,new,used
3397944996,new,new
2550511747,new,new
4248718919,used,used
6547532595,new,new
4838664540,used,used
7843243876,new,used
2015548469,new,new
5459344253,used,used
6763091020,new,new
8976389398,new,new
4794445149,new,new
9895213978,new,new
7835318510,new,new
1072393961,used,used
2308083432,new,new
1552100141,new,new
4838110220,new,new
7060837357,new,new
1312305380,new,new
4029364848,used,used
1280671412,used,used
9576133040,used,new
3146270275,new,new
6531150715,new,new
9308227511,new,new
1791632415,new,new
6547532595,new,new
5780018681,new,new
7613018656,new,new
4079908600,new,new
8858034399,used,used
8616538723,used,used
1999778441,new,new
7985409894,used,used
6972484560,used,used
6600908485,used,used
7500165250,used,used
9432893411,new,new
8692101140,used,used
9703774342,used,used
8612126795,new,new
5866129455,new,new
2758034996,new,new
7394370231,new,new
6417083638,new,used
2635465192,new,new
5207896087,used,used
6790078571,new,new
3884593281,new,new
1036178154,new,new
1960294670,new,new
6444184002,new,new
8645005623,used,used
8091275327,new,new
8321298951,new,new
2037204852,new,new
6445225658,new,new
1097160251,used,used
9805052071,used,new
5274562513,used,used
4715870335,new,new
8075157543,used,used
7253514208,new,new
9064502535,new,used
5010358411,new,new
6270651102,new,new
7723251702,new,used
2373910598,new,new
6272701477,new,new
4781934311,new,new
4755818264,used,used
1668641025,new,new
8749403236,used,used
4131433201,used,new
3728255709,used,used
5596805196,used,used
1428639107,new,new
5248662274,new,new
4723707472,new,new
4549517924,new,new
8336737278,new,new
4191669030,new,new
4131433201,used,used
9677287502,new,new
8186541501,new,new
6408376282,used,used
2437396141,used,used
5676293306,new,new
1909509070,new,new
3392158628,used,used
1656115456,used,used
5442153340,new,new
4107834009,used,used
6635289111,new,new
5115076816,used,used
2020937411,new,new
7740664679,used,used
4979447232,used,used
8471078494,used,used
4346702855,new,new
7959465419,used,used
9076546764,new,new
7612818766,used,used
6331067368,new,new
3187706986,new,new
9632305367,used,used
1143545938,new,new
3968842802,used,used
8308108598,used,used
1387735603,new,new
7063646660,new,used
7106323686,new,new
1874137582,new,new
5677641361,new,new
8612126795,new,new
7026160563,used,used
6441592267,used,used
6040717179,new,new
4631246902,used,used
2757400818,new,new
7037564452,used,new
9212276883,used,new
9206104982,new,new
9776269351,used,used
5277769330,used,new
2108169464,new,new
5238753285,new,new
7991341063,used,used
4129713189,new,new
1402883146,new,used
3858307448,new,new
7982250201,new,new
1712698266,new,new
4332439874,new,new
6832522378,used,used
3596595176,used,used
7786498504,used,used
2518802332,new,new
1856703726,new,new
6411704168,new,new
2122757552,new,new
3638568864,used,used
3128587255,used,used
1365822847,new,new
8827284606,new,new
1793968644,used,used
6059164897,used,used
1640623875,used,used
8250487779,new,new
9775931877,new,new
2412912160,new,new
5898160729,used,used
2266082781,new,new
4678260739,new,new
9301209699,new,new
4811079123,used,used
7843046589,new,new
4263057280,new,new
6708009031,used,used
7326261872,new,new
9732637910,used,new
7694743641,used,used
5046729680,new,new
2810172868,used,used
2373910598,new,new
6736050638,used,used
1546124721,used,used
3633928301,new,new
4755818264,used,used
5148432658,new,new
1105900308,new,new
6550515309,used,used
5899418006,new,new
7205866789,new,new
5806086812,used,used
6399937640,used,used
8918336477,used,used
8252672325,new,new
2423271469,new,new
2874645086,used,used
5433899009,new,new
2240552578,used,used
7679827304,new,new
1224161501,new,new
1941328394,used,used
4243519670,used,used
4183308329,used,used
7908582627,new,new
8594227841,new,new
8080387109,new,new
2828006327,used,used
1136582232,new,new
9053024007,new,new
8831301235,new,new
1791466618,new,new
2639394912,new,new
5355643686,used,used
5758389514,new,used
7566551432,new,new
4556341865,new,new
5255978862,used,used
3513735564,new,new
4826598437,new,new
3220909724,used,new
7866959720,new,new
8411782123,new,new
6980239968,new,new
9632096688,new,new
2668560882,new,new
1191528787,used,used
5519172642,used,used
9929387560,new,new
8688582354,used,used
6972484560,used,used
9791176250,used,new
7219198613,used,used
6204133135,new,new
8311748304,new,new
8431814262,new,new
7672071434,used,used
9050660239,new,new
1012912452,used,used
9373361092,new,new
3575472350,used,new
6832522378,used,used
8231047085,new,used
9748427525,new,new
3164786535,new,new
9306916309,new,new
9077027090,used,used
3659808018,used,used
6054551852,new,new
8908540468,used,used
1209072856,new,new
4308122584,new,new
6377595135,new,new
7704929703,new,new
1545641317,used,used
1728636961,used,used
4566465113,new,new
2362653764,new,new
9332172514,used,used
9603355598,new,used
5545908135,used,used
1447560062,new,new
1489650717,used,used
5248662274,new,new
3701643339,new,new
5248662274,new,new
9178474388,used,used
7864747437,used,new
5405099807,used,used
5973379989,new,new
8980863521,new,new
3218397546,new,used
8544210201,new,new
3587962246,new,new
4973370831,used,used
4129713189,new,new
7554026366,new,new
5987461495,new,new
2570541974,used,used
9609443974,used,used
3197275917,new,new
1862499082,used,used
2944147436,new,new
1852387390,used,used
5571575245,used,used
6029888950,used,used
4954573863,used,used
3481442529,new,new
6877282334,new,new
9458757314,new,new
5928207313,new,new
6977444220,used,used
4902410683,used,used
3285430855,used,used
5453815998,used,new
9393793380,used,used
7719694362,used,used
6400842738,new,used
2059807596,new,new
6708009031,used,new
5096731744,new,new
7042355529,used,used
8672086567,used,used
6954197474,used,used
8867296818,new,new
1668662602,used,used
7775428591,new,new
3783531661,new,new
6884045011,used,used
7782955334,used,used
5321023064,new,new
1387735603,new,new
9736647307,new,new
8572805217,used,used
4891631596,new,new
7704929703,new,new
9610811954,new,new
7704929703,new,new
3143071986,new,new
6855456274,used,new
4379307943,used,used
8435804226,new,new
1978637832,new,new
6129523882,new,new
4351478450,new,new
6395130921,new,used
4668211224,new,used
5538568980,new,new
5711111753,new,new
9990712862,used,used
3070674474,used,new
3100117829,new,new
9526139082,used,used
3756285952,used,used
5382995750,used,used
4886958648,new,new
6732840541,new,new
8608540891,new,new
1754740997,new,new
1375941201,new,new
3820538003,used,used
2302325100,used,used
4631246902,used,used
6541068651,new,new
2067110603,used,used
5004758009,used,used
3319846287,new,new
3619166318,used,used
7966107833,used,used
4991672949,used,used
9533277076,new,new
2417574174,used,used
5216287637,new,used
9490036095,new,used
7303883859,new,new
4226059250,used,used
2913326569,new,new
6104235312,new,new
4165360410,used,used
3871178307,used,used
3680711613,used,used
5442153340,new,new
6978613388,new,used
